Symbol,Citation,Gene Name,Identified by Phenotype,MaizeGDB Link,GenBank ID,Chromosome,Strand,B73 refgen2 Gene,Subgenome,Comments,Proofing Link,Local duplicates,Homeolog,Sorghum Ortholog,Setaria Ortholog,Rice Ortholog,Brachy Ortholog,Pan-grass panel Link,Gene Model IDed by MaizeSequence.org,UC-Berkeley vs. Maizesequence.org,Link to compare genes where our assignments differed,Analysis of disagreements between maizesequence.org and UC-Berkeley
fht1,5,flavanone 3-hydroxylase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=77928,U04434,chr2,1,GRMZM2G062396,1,Good,http://genomevolution.org/r/25j2,,chr10:146121351-147019887,Sb06g031790,PAC:18204417,Os04g56700,Bradi5g25050,http://genomevolution.org/r/26g2,No Gene Identified by Maizesequence.org,NA,,
fie1,5,fertilization independent endosperm1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=754919,AY061964,chr4,-1,GRMZM2G118205,2,Good,http://genomevolution.org/r/25ps,,GRMZM2G148924,Sb07g002820,PAC:18187686,Os08g04290,Bradi3g14510,http://genomevolution.org/r/25pt,No Gene Identified by Maizesequence.org,NA,,
fps1,5,farnesyl pyrophosphate synthase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=99300,AF330036,chr8,-1,GRMZM2G168681,2,Good,http://genomevolution.org/r/25un,,GRMZM2G079836,Sb09g027190,PAC:18168897,Os05g46580,Bradi2g17990,http://genomevolution.org/r/25uo,No Gene Identified by Maizesequence.org,NA,,
gsr1,5,glutathione reductase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=57211,T12723,chr1,1,GRMZM2G172322,1,Good,http://genomevolution.org/r/25v3,,too big a gap,Sb01g046260,PAC:18191253,Os03g06740,Bradi1g74180,http://genomevolution.org/r/25v4,No Gene Identified by Maizesequence.org,NA,,
gzr1,5,gamma zein modifier1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=113960,S78780,chr7,1,GRMZM2G138727,1,Good|identical to 27-kDa zein protein,http://genomevolution.org/r/25rg,GRMZM2G438538,GRMZM2G060429,Sb02g025510,PAC:18180925,chr9:15882395-16462627,chr4:36700872-37221819,http://genomevolution.org/r/26hk,No Gene Identified by Maizesequence.org,NA,,
hsp1,5,heat shock protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25207,X03697,chr8,-1,GRMZM2G310431,2,Good,http://genomevolution.org/r/25w5,,AC209784.3_FG007,Sb03g039360,PAC:18175196,Os01g62290,Bradi2g54570,http://genomevolution.org/r/25w6,No Gene Identified by Maizesequence.org,NA,,
les22,5,lesion22,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=223331,AF058763,chr1,1,GRMZM2G044074,1,Good,http://genomevolution.org/r/25hm,,chr9:130188427-130918089,Sb01g036030,PAC:18193031,Os03g22060,Bradi1g63090,http://genomevolution.org/r/26ft,GRMZM2G044074,Identical Assignment,,
lop1,5,lo1 pI allergen homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=40145,AY197352,chr9,-1,GRMZM2G072886,2,Good,http://genomevolution.org/r/25jy,,too big a gap,Sb01g029880,PAC:18191409,Os10g40090,Bradi3g32810,http://genomevolution.org/r/25jz,No Gene Identified by Maizesequence.org,NA,,
mha1,5,membrane H(+)-ATPase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=78901,U08985,chr7,-1,GRMZM2G104325,1,Good,http://genomevolution.org/r/25o4,,no synteny,Sb02g005440,PAC:18183066,Os07g09340,Bradi1g54850,http://genomevolution.org/r/25o5,No Gene Identified by Maizesequence.org,NA,,
ndk1,5,nucleotide diphosphate kinase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=82035,T18831,chr7,-1,GRMZM2G134797,1,Can't proof,http://genomevolution.org/r/25r0,,too big a gap,Sb02g033710,PAC:18182509,Os07g30970,Bradi1g27120,http://genomevolution.org/r/26hi,No Gene Identified by Maizesequence.org,NA,,
pip1b,5,plasma membrane intrinsic protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=319246,AF131201,chr5,1,AC209208.3_FG002,1,maizesequence.org skips 3' UTR,http://genomevolution.org/r/25c4,,GRMZM2G392975,Sb04g032430,PAC:18170819,Os02g44630,Bradi3g51390,http://genomevolution.org/r/25c5,AC209208.3_FG002,Identical Assignment,,
pip2a,5,plasma membrane intrinsic protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=319249,AF130975,chr2,-1,GRMZM2G178693,1,Good,http://genomevolution.org/r/25vl,,no synteny,Sb06g023240,PAC:18204775,Os04g44570,Bradi5g16370,http://genomevolution.org/r/26c1,No Gene Identified by Maizesequence.org,NA,,
plt2,5,phospholipid transfer protein homolog2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=120441,U66105,chr3,-1,GRMZM2G010868,2,Good,http://genomevolution.org/r/25du,,no synteny,Sb08g002670,PAC:18201392,Os11g02424,too big a gap,http://genomevolution.org/r/25dv,No Gene Identified by Maizesequence.org,NA,,
ppp1,5,pyrophosphate-energized proton pump1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64563,T18800,chr5,-1,GRMZM2G090718,1,3' end half of gene sequence missing,http://genomevolution.org/r/25mg,,chr4:177278911-178283318,Sb04g034340,PAC:18171145,Os02g52940,Bradi3g57820,http://genomevolution.org/r/26go,No Gene Identified by Maizesequence.org,NA,,
psei2,5,cystatin2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=111927,D63342,chr8,-1,GRMZM2G012160,2,Good,http://genomevolution.org/r/25e2,,GRMZM5G858738,Sb03g037370,PAC:18175081,Os01g58890,Bradi2g52670,http://genomevolution.org/r/25e3,GRMZM2G012160,Identical Assignment,,
ptk1,5,protein kinase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30143,X52384,chr6,1,GRMZM2G328785,1,Good,http://genomevolution.org/r/25wj,GRMZM2G328772,chr8:110326401-110528523,Sb09g008070,no synteny,no synteny,no synteny,http://genomevolution.org/r/25wk,GRMZM2G328785,Identical Assignment,,
rth3,5,roothair defective3,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=60515,AY265855,chr1,1,GRMZM2G377215,1,Good,http://genomevolution.org/r/25xn,,GRMZM2G006830,Sb01g037850,PAC:18192604,Os03g18910,Bradi1g64820,http://genomevolution.org/r/25xo,GRMZM2G377215,Identical Assignment,,
sam2,5,S-adenosyl methionine decarboxylase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=248576,W99255,chr2,-1,GRMZM2G154397,1,Can't proof,http://genomevolution.org/r/25sr,,GRMZM2G125635,Sb06g021540,PAC:18202898,Os04g42090,Bradi5g14640,http://genomevolution.org/r/25ss,GRMZM2G154397,Identical Assignment,,
stk1,5,serine threonine kinase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=954142,EF523347,chr9,1,GRMZM2G165433,1,Good,http://genomevolution.org/r/25u9,GRMZM2G465296,chr6:106929789-107359808,Sb10g006130,PAC:18197068,Os06g09230,Bradi1g46860,http://genomevolution.org/r/26i3,GRMZM2G165433,Identical Assignment,,
tub3,5,beta tubulin3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=56923,X74654,chr1,-1,GRMZM2G108766,1,Good,http://genomevolution.org/r/25og,,GRMZM2G066191,Sb01g012740,PAC:18191607,Os03g45920,Bradi1g13090,http://genomevolution.org/r/25oh,No Gene Identified by Maizesequence.org,NA,,
vp14,5,viviparous14,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=97589,U95953,chr1,-1,GRMZM2G014392,1,Good,http://genomevolution.org/r/25ea,,GRMZM5G838285,Sb01g013520,PAC:18193097,Os03g44380,Bradi1g13760,http://genomevolution.org/r/26f9,No Gene Identified by Maizesequence.org,NA,,
wc1,5,white cap1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12747,DQ100346,chr9,-1,GRMZM2G057243,2,Good,http://genomevolution.org/r/25ig,,GRMZM2G070933,Sb01g047540,chr1:52476487-53490628,too big a gap,chr1:71575893-72588253,http://genomevolution.org/r/26fz,GRMZM2G057243,Identical Assignment,,
zag5,5,zea agamous5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=41346,L46398,chr4,1,GRMZM2G003514,2,Good,http://genomevolution.org/r/25d2,,GRMZM2G160565,Sb04g031750,PAC:18173988,Os02g45770,Bradi3g51800,http://genomevolution.org/r/25d3,No Gene Identified by Maizesequence.org,NA,,
zmm7,5,Zea mays MADS7,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=104403,Y09302,chr2,1,GRMZM2G129034,2,Good,http://genomevolution.org/r/25qm,,GRMZM2G097059,Sb02g029310,PAC:18180686,Os09g32948,Bradi4g34680,http://genomevolution.org/r/25qn,No Gene Identified by Maizesequence.org,NA,,
zmm8,5,Zea mays MADS8,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=112354,Y09303,chr9,1,GRMZM2G102161,2,Good,http://genomevolution.org/r/25nw,,GRMZM2G099522,Sb01g042840,PAC:18195007,Os03g11614,Bradi1g69890,http://genomevolution.org/r/25nx,GRMZM2G102161,Identical Assignment,,
abp4,4,auxin binding protein homolog4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65339,L08426,chr10,-1,GRMZM2G064371,1,Good,http://genomevolution.org/r/25ja,GRMZM2G078508,no synteny,Sb08g016760,PAC:18189661,Os12g34450,Bradi4g06030,http://genomevolution.org/r/2663,GRMZM2G064371,Identical Assignment,,
arpp1a,4,acidic ribosomal protein P1a,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9018892,U62752,chr6,1,GRMZM2G032315,1,Good,http://genomevolution.org/r/25gi,,GRMZM2G157443,Sb07g001570,PAC:18185470,Os08g02340,Bradi3g13750,http://genomevolution.org/r/25gj,GRMZM2G032315,Identical Assignment,,
betl3,4,basal endosperm transfer layer3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=109818,AJ133530,chr3,1,GRMZM2G175976,2,Good,http://genomevolution.org/r/25vd,,no synteny,too big a gap,no synteny,no synteny,no synteny,http://genomevolution.org/r/25ve,No Gene Identified by Maizesequence.org,NA,,
cal1,4,calmodulin1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=61658,X74490,chr6,-1,GRMZM2G117582,1,Good,http://genomevolution.org/r/25pk,,GRMZM5G895362,Sb09g024030,PAC:18168223,Os05g41270,Bradi2g21460,http://genomevolution.org/r/26h9,No Gene Identified by Maizesequence.org,NA,,
cap1,4,calcium pump1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=112965,AF096871,chr8,1,GRMZM2G056014,2,Good,http://genomevolution.org/r/25ia,,too big a gap,Sb09g001850,too big a gap,Os05g02940,too big a gap,http://genomevolution.org/r/26fy,No Gene Identified by Maizesequence.org,NA,,
ccp1,4,cysteine protease1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=99058,D45402,chr5,1,GRMZM2G098298,1,Good,http://genomevolution.org/r/25na,,no synteny,too big a gap,too big a gap,too big a gap,too big a gap,http://genomevolution.org/r/25nb,GRMZM2G098298,Identical Assignment,,
cf1,4,camouflage1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9017732,BT042702,chr5,1,GRMZM2G026117,1,Good,http://genomevolution.org/r/25g0,,no synteny,Sb04g004630,PAC:18171710,Os02g07230,Bradi3g05160,http://genomevolution.org/r/25g1,No Gene Identified by Maizesequence.org,NA,,
chn2,4,chitinase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25133,L00973,,-1,GRMZM2G145461,2,Good,http://genomevolution.org/r/25rz,GRMZM2G145518||GRMZM2G447967,too big a gap,chr10:59525238-60462013,PAC:18196692,Os06g51050,too big a gap,http://genomevolution.org/r/26aa,No Gene Identified by Maizesequence.org,NA,,
cka1,4,CK2 protein kinase alpha 1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=941059,X61387,chr2,-1,GRMZM2G143602,2,Good,http://genomevolution.org/r/25rr,,GRMZM5G845755,Sb02g001110,PAC:18182960,Os07g02350,Bradi1g59010,http://genomevolution.org/r/25rs,No Gene Identified by Maizesequence.org,NA,,
cka2,4,CK2 protein kinase alpha 2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=952192,Y11526,chr1,-1,GRMZM2G047855,1,Good,http://genomevolution.org/r/25hu,,GRMZM2G141903,Sb01g007270,PAC:18191037,Os03g55389,Bradi1g07810,http://genomevolution.org/r/26fu,No Gene Identified by Maizesequence.org,NA,,
cpn1,4,chaperonin 1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65668,L21007,chr5,,GRMZM2G458208-GRMZM2G111477,2,Gene split by maizesequence.org,http://genomevolution.org/r/25zb,,no synteny,Sb01g020010,PAC:18191225,Os10g32550,Bradi3g28070,http://genomevolution.org/r/25zc,No Gene Identified by Maizesequence.org,NA,,
crs1,4,chloroplast RNA splicing1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=106357,AY109620,chr1,-1,GRMZM2G078412,1,Good,http://genomevolution.org/r/25kg,,no synteny,no synteny,PAC:18186042,Os08g27150,too big a gap,http://genomevolution.org/r/26g8,GRMZM2G078412,Identical Assignment,,
cta1,4,chitinase A1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25946,M84164,chr2,1,GRMZM2G051943,1,Good,http://genomevolution.org/r/25i2,GRMZM2G051921||GRMZM2G052175||GRMZM2G122708,GRMZM2G005633,Sb06g021230,PAC:18204845,Os04g41680,Bradi5g14430,http://genomevolution.org/r/265h,No Gene Identified by Maizesequence.org,NA,,
cyc2,4,cyclin2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=86021,U10077,chr3,,chr3:41183262,,No gene model,http://genomevolution.org/r/25co,,,,,,,http://genomevolution.org/r/25cp,No Gene Identified by Maizesequence.org,NA,,
cyc3,4,cyclin3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=86019,U10076,chr6,-1,GRMZM2G073671,2,Good,http://genomevolution.org/r/25k2,,too big a gap,Sb10g030790,PAC:18197914,Os06g51110,too big a gap,http://genomevolution.org/r/26g5,No Gene Identified by Maizesequence.org,NA,,
cyp1,4,cytochrome P450 homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=57310,T12664,chr3,1,GRMZM5G899349,2,Can't proof,http://genomevolution.org/r/2612,,no synteny,Sb08g002250,no synteny,no synteny,too big a gap,http://genomevolution.org/r/2613,No Gene Identified by Maizesequence.org,NA,,
dlf1,4,delayed flowering1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=60468,EF093789,chr7,7,GRMZM2G067921,NA,Good,http://genomevolution.org/r/2617,GRMZM5G858064,no synteny,no synteny,PAC:18182388,Os09g36910,no synteny,http://genomevolution.org/r/26jb,No Gene Identified by Maizesequence.org,NA,,
eif5,4,eucaryotic translation initiation factor5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=136230,X99517,chr4,-1,GRMZM2G165917,2,Good,http://genomevolution.org/r/25ud,GRMZM5G899228,too big a gap,Sb04g003550,PAC:18174414,too big a gap,Bradi3g03850,http://genomevolution.org/r/25ue,GRMZM2G165917,Identical Assignment,,
eif5a,4,elongation initiation factor5A,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=105534,H35879,chr2,-1,GRMZM2G113696,2,Can't proof,http://genomevolution.org/r/25p6,,GRMZM2G144030,Sb02g038290,PAC:18184870,Os07g40580,Bradi1g22670,http://genomevolution.org/r/25p7,No Gene Identified by Maizesequence.org,NA,,
elm1,4,elongated mesocotyl1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=953886,AY560384,chr8,1,GRMZM5G861678,2,Good,http://genomevolution.org/r/260o,,too big a gap,Sb03g045760,PAC:18180338,Os01g72090,Bradi2g60670,http://genomevolution.org/r/26j7,GRMZM5G861678,Identical Assignment,,
fdx3,4,ferredoxin3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=40773,AB001387,chr1,1,GRMZM2G053458,1,Good,http://genomevolution.org/r/25i6,,chr5:1194120-1660013,Sb01g002180,PAC:18194249,Os03g61960,Bradi1g02590,http://genomevolution.org/r/26fx,GRMZM2G053458,Identical Assignment,,
grp3,4,glycine-rich protein3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=411251,Y07781,chr5,1,GRMZM2G154954,2,Good,http://genomevolution.org/r/25sz,,GRMZM2G067315,too big a gap,PAC:18195983,too big a gap,Bradi3g27840,http://genomevolution.org/r/25t0,GRMZM2G154954,Identical Assignment,,
hsp70-4,4,heat shock protein70-4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=78932,X78414,chr3,-1,GRMZM2G340251,2,Good,http://genomevolution.org/r/25wz,GRMZM5G817178,too big a gap,Sb08g018750,too big a gap,Os12g38180,Bradi4g04220,http://genomevolution.org/r/25x0,No Gene Identified by Maizesequence.org,NA,,
ibp2,4,initiator-binding protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=77925,X79086,chr1,1,GRMZM2G110309,1,Good,http://genomevolution.org/r/25oo,,GRMZM2G063151,Sb01g039650,PAC:18194473,Os03g16700,Bradi1g66680,http://genomevolution.org/r/25op,No Gene Identified by Maizesequence.org,NA,,
isr1,4,inhibitor of striate1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12346,AF296824,chr10,-1,GRMZM5G803874,2,Good,http://genomevolution.org/r/25zr,,no synteny,Sb06g025010,PAC:18203058,Os04g47020,Bradi5g18060,http://genomevolution.org/r/25zs,No Gene Identified by Maizesequence.org,NA,,
lhcb7,4,light harvesting complex mesophyll7,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25857,X53398,chr6,1,GRMZM2G402936,1,Good,http://genomevolution.org/r/25y7,,GRMZM2G155216,Sb09g028720,PAC:18169383,chr5:28081764-28748003,Bradi2g16290,http://genomevolution.org/r/26iq,No Gene Identified by Maizesequence.org,NA,,
lhcb9,4,light harvesting chlorophyll binding protein9,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65857,X68682,chr1,,GRMZM2G018627,1,Good|near identical paralog: GRMZM2G414192,http://genomevolution.org/r/25f8,GRMZM2G321320||GRMZM2G414192||GRMZM2G414195,GRMZM2G372657,Sb01g015400,PAC:18194789,Os03g39610,Bradi1g15290,http://genomevolution.org/r/2645,No Gene Identified by Maizesequence.org,NA,,
lkrsdh1,4,lysine-ketoglutarate reductase/saccharopine dehydrogenase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=315260,AF271636,chr4,-1,GRMZM2G181362,2,Good,http://genomevolution.org/r/25vt,,GRMZM2G110324,Sb04g035220,PAC:18172910,Os02g54254,too big a gap,http://genomevolution.org/r/25vu,No Gene Identified by Maizesequence.org,NA,,
lox1,4,lipoxygenase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64911,DQ335760,chr3,1,GRMZM2G156861,1,Two tandem duplicates merged into one gene by maizesequence.org?,http://genomevolution.org/r/25tf,GRMZM2G458554,GRMZM2G117321,Sb03g042440,PAC:18178280,chr1:38780116-39263267,chr2:55371971-55698467,http://genomevolution.org/r/26hu,No Gene Identified by Maizesequence.org,NA,,
mbf1,4,multi-protein bridging factor homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=112655,T14752,chr4,-1,GRMZM2G101480,2,Good,http://genomevolution.org/r/25nq,,no synteny,Sb07g014940,PAC:18185874,no synteny,no synteny,http://genomevolution.org/r/25nr,No Gene Identified by Maizesequence.org,NA,,
mta1,4,ribosomal protein,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64627,T14712,chr1,1,GRMZM2G090422,1,Can't proof,http://genomevolution.org/r/25mc,,GRMZM2G072315,Sb01g007690,PAC:18194203,Os03g54860,Bradi1g08260,http://genomevolution.org/r/25md,No Gene Identified by Maizesequence.org,NA,,
nbp1,4,nucleic acid binding protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25813,M74566,chr7,1,GRMZM2G011129,1,Good,http://genomevolution.org/r/25dw,,too big a gap,Sb02g011330,PAC:18184218,no synteny,Bradi4g38260,http://genomevolution.org/r/25dx,GRMZM2G011129,Identical Assignment,,
ocl4,4,outer cell layer4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=314447,AJ250986,chr1,-1,GRMZM2G123140,1,Good,http://genomevolution.org/r/25qa,GRMZM5G875327,no synteny,Sb01g028160,PAC:18193087,Os10g42490,Bradi3g34410,http://genomevolution.org/r/26hc,No Gene Identified by Maizesequence.org,NA,,
ohp1,4,opaque2 heterodimerizing protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25163,L00623,chr1,-1,GRMZM2G016150,1,Good,http://genomevolution.org/r/25eo,GRMZM2G019446,GRMZM2G007063,Sb01g005170,PAC:18191498,Os03g58250,Bradi1g05480,http://genomevolution.org/r/25ep,No Gene Identified by Maizesequence.org,NA,,
ohp2,4,opaque2 heterodimerizing protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=30200,L06478,chr5,1,GRMZM2G007063,2,Good,http://genomevolution.org/r/25dg,,GRMZM2G019446,Sb01g005170,PAC:18183040,Os03g58250,Bradi1g05480,http://genomevolution.org/r/25dh,GRMZM2G007063,Identical Assignment,,
pgl2,4,polygalacturonase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=47536,X57628,chr6,-1,GRMZM2G320175,2,Good,http://genomevolution.org/r/25wb,GRMZM2G058033||GRMZM2G153666||GRMZM2G160526||GRMZM2G160626||GRMZM2G162384||GRMZM2G306693||GRMZM5G880653,no synteny,Sb10g024010,too big a gap,Os06g40890,Bradi1g36100,http://genomevolution.org/r/26ce,No Gene Identified by Maizesequence.org,NA,,
pip1c,4,plasma membrane intrinsic protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403337,AF326487,chr4,1,GRMZM2G392975,2,Good,http://genomevolution.org/r/25xv,,AC209208.3_FG002,Sb04g032430,PAC:18170819,Os02g44630,Bradi3g51390,http://genomevolution.org/r/25xw,No Gene Identified by Maizesequence.org,NA,,
ppr5,4,pentatricopeptide repeat 5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1232899,EU037901,chr4,-1,GRMZM2G025409,2,Good,http://genomevolution.org/r/25fw,,GRMZM2G313326,Sb04g027800,PAC:18174466,Os02g51480,Bradi3g59120,http://genomevolution.org/r/25fx,No Gene Identified by Maizesequence.org,NA,,
prc1,4,proteasome C9 1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64585,T14766,chr6,-1,GRMZM2G120047,2,Can't proof,http://genomevolution.org/r/25q2,,GRMZM2G005080,Sb10g004740,too big a gap,Os06g07140,Bradi1g48220,http://genomevolution.org/r/25q3,No Gene Identified by Maizesequence.org,NA,,
ra3,4,ramosa3,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=12579,DQ436920,chr7,-1,GRMZM2G014729,1,Good,http://genomevolution.org/r/25ec,,GRMZM2G117564,Sb02g039820,PAC:18182587,Os07g43160,Bradi1g21420,http://genomevolution.org/r/25ed,GRMZM2G014729,Identical Assignment,,
rnc1,4,ribonuclease III domain protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=941309,EU971053,chr3,1,GRMZM2G035820,1,Good,http://genomevolution.org/r/25gu,,GRMZM2G121783,Sb03g037610,PAC:18178895,Os01g59510,Bradi2g52920,http://genomevolution.org/r/25gv,GRMZM2G035820,Identical Assignment,,
rop2,4,Rho-related protein from plants2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=231132,AY163379,chr4,-1,GRMZM5G846811,2,Good,http://genomevolution.org/r/260i,,too big a gap,Sb04g001690,PAC:18174712,Os02g02840,Bradi3g01930,http://genomevolution.org/r/260j,GRMZM5G846811,Identical Assignment,,
rtp1,4,Zea root preferential4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65331,L14063,chr4,-1,GRMZM2G017557,1,Good,http://genomevolution.org/r/25f0,,no synteny,Sb05g006910,too big a gap,too big a gap,too big a gap,http://genomevolution.org/r/26ff,No Gene Identified by Maizesequence.org,NA,,
sbe3,4,starch branching enzyme3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=415181,U65948,chr2,1,GRMZM2G073054,1,Good,http://genomevolution.org/r/25k0,,GRMZM2G032628,Sb06g015360,PAC:18204584,Os04g33460,Bradi5g09170,http://genomevolution.org/r/25k1,No Gene Identified by Maizesequence.org,NA,,
sci1,4,subtilisin-chymotrypsin inhibitor homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=65019,X69972,chr8,1,GRMZM2G028393,2,Good,http://genomevolution.org/r/25gc,GRMZM2G028656||GRMZM2G042789,no synteny,too big a gap,too big a gap,too big a gap,Bradi2g39280,http://genomevolution.org/r/264n,GRMZM2G028393,Identical Assignment,,
sdh1,4,sorbitol dehydrogenase homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=63957,DQ191049,chr1,1,GRMZM2G175423,1,Good,http://genomevolution.org/r/25v9,,chr4:194927429-195245749,Sb07g025220,PAC:18187738,Os08g43190,Bradi3g42030,http://genomevolution.org/r/25va,GRMZM2G175423,Identical Assignment,,
stp1,4,sugar transport1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=57402,T12737,chr8,-1,GRMZM2G097768,2,Can't proof,http://genomevolution.org/r/25n4,,GRMZM2G030274,Sb09g029520,PAC:18169482,Os05g50280,Bradi2g14900,http://genomevolution.org/r/25n5,No Gene Identified by Maizesequence.org,NA,,
tif5A,4,eukaryotic translation initiation factor 5A,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9018895,AF034943,chr7,-1,GRMZM2G144030,1,Good,http://genomevolution.org/r/25rt,,GRMZM2G113696,Sb02g038290,PAC:18184870,Os07g40580,Bradi1g22670,http://genomevolution.org/r/25ru,GRMZM2G113696,Different Assignment,http://genomevolution.org/r/26jv,"Two independent GenBank records for tif5A match against both genes, but both show greater sequence identity to the one identified by us than the one identified by maizesequence.org. The location of the gene we identified agrees with the genetic location of tif5A, the location of the gene identifed by maizesequence.org does not."
tm20,4,transmembrane protein20,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=293069,X97570,chr6,-1,GRMZM2G036564,2,Good,http://genomevolution.org/r/25h0,GRMZM2G313761,GRMZM2G056826,Sb10g010780,PAC:18198129,no synteny,Bradi1g43270,http://genomevolution.org/r/25h1,No Gene Identified by Maizesequence.org,NA,,
tsh1,4,tasselsheath1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=60537,,chr6,-1,GRMZM2G325850,1,No GenBank Record|gene name in publication,http://genomevolution.org/r/261b,,GRMZM2G397616,Sb09g029510,PAC:18169249,Os05g50270,Bradi2g14890,http://genomevolution.org/r/261c,No Gene Identified by Maizesequence.org,NA,,
